SPECIMEN_REFERENCE_DNA_NO,RECEIVED_SCALES,RECEIVED_DNA,RECEIVED_OTOLITH,READ_SCALES,READ_DNA,READ_OTOLITH,OTOLITH_LAB_NUMBER,SCALE_SUBMISSION_NUMBER,PROGRAM,BIOKEY,ID2,FISH_NO,AREA_NAME,REFERENCE_NO,YEAR,MONTH,COLLECTION_DATE,DAYOFYEAR,SAMPLE_TYPE,AREA,SUBAREA,FISHING_LOCATION,SAMPLER_NAME,SAMPLER_TYPE,SAMPLER_ID,LANDING_SITE,GUIDED,SPECIES,DISPOSITION,SIZE_CAT,ADIPOSE_FIN_CLIPPED,LENGTH_MM,MGMT_SIZE_3,MGMT_SIZE_2,SEX,RESOLVED_STOCK_ORIGIN,RESOLVED_STOCK_ROLLUP,RESOLVED_STOCK_SOURCE,HATCHERY_ORIGIN,RESOLVED_AGE,OTOLITH_BOX,OTOLITH_SPECIMEN,FACILITY,THERMALMARK,OTO_STOCK,OTOLITH_RESOLVED_RESULT,SCALE_BOOK,SCALE_NO,SCALE_SOURCE,SCALE_FORMAT,AGE_GR,PART_AGE_CODE,CWT_HEAD_LABEL,CWT_RESULT,CWT_REGION,CWT_BROOD_YEAR,DNA_CONTAINER_TYPE,PBT_BROOD_YEAR,PBT_SEX,RESOLVED_STOCK_REGION,DNA_RESULTS_STOCK_1,REGION_1_NAME,REGION_1_ROLLUP,PROB_1,DNA_STOCK_2,REGION_2_NAME,REGION_2_ROLLUP,PROB_2,DNA_STOCK_3,REGION_3_NAME,REGION_3_ROLLUP,PROB_3,DNA_STOCK_4,REGION_4_NAME,REGION_4_ROLLUP,PROB_4,DNA_STOCK_5,REGION_5_NAME,REGION_5_ROLLUP,PROB_5,PHOTO_NO,COMMENTS,Size Class
289268,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158390101,TRUE,TRUE,,,2023,July,2023-07-18 00:00:00,199,Sport,18,18A,Burial Its.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,N,470,sub legal,sub legal,Unk,Nooksack River,Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.999972,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000276,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0000003,SKYKOMISH_RIVER,,,,SKYKOMISH_RIVER,,,,,,Sub-Legal
289269,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158390202,TRUE,TRUE,,,2023,July,2023-07-18 00:00:00,199,Sport,18,18A,Burial Its.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,450,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9999888,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0000087,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0000019,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0000003,QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000003,,,Sub-Legal
289270,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158390303,TRUE,TRUE,,,2023,July,2023-07-18 00:00:00,199,Sport,18,18A,Burial Its.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,440,sub legal,sub legal,Unk,SUS (assumed),SUS (assumed),,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,No sample,NO SAMPLE,No sample,No sample,0,,,,,,,,,,,,,,,,,,,Sub-Legal
289271,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158390404,TRUE,TRUE,,,2023,July,2023-07-18 00:00:00,199,Sport,18,18A,Burial Its.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,340,sub legal,sub legal,Unk,Thompson River South,Fraser Summer 4.1,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Fraser Summer 4.1,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,Thompson River South,Fraser Summer 4.1,0.7336417,ADAMS_RIVER,Adams River,Fraser Summer 4.1,0.2554757,SHUSWAP_RIVER-LOWER,Shuswap River Lower,Fraser Summer 4.1,0.0107163,SHUSWAP_RIVER-LOWER,Little River,Fraser Summer 4.1,0.0001663,SHUSWAP_RIVER-LOWER,,,,,,Sub-Legal
289272,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158390505,TRUE,TRUE,,,2023,July,2023-07-18 00:00:00,199,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 2,N/A,N,350,sub legal,sub legal,Unk,Puntledge River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,PUNTLEDGE_RIVER_FALL,Puntledge River,ECVI Fall,0.4454863,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.4204025,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0906497,QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0328332,QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0102801,,,Sub-Legal
289273,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158390606,TRUE,TRUE,,,2023,July,2023-07-18 00:00:00,199,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 3,N/A,N,310,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.9901109,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0097674,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0000971,SOOS_CREEK,Big Qualicum River,ECVI Fall,0.0000128,SOOS_CREEK,Skagit River,Puget Sound,0.0000083,,,Sub-Legal
289274,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158390707,TRUE,TRUE,,,2023,July,2023-07-18 00:00:00,199,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,350,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.9998522,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0001478,,,,,,,,,,,,,,,Sub-Legal
289275,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158390808,TRUE,TRUE,,,2023,July,2023-07-18 00:00:00,199,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 2,N/A,N,290,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9999619,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.0000288,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0000071,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0000012,QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000009,,,Sub-Legal
289276,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158440101,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 2,N/A,Y,400,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.8867098,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0726584,SERPENTINE_RIVER,,,0.0303121,SERPENTINE_RIVER,"Green River ""Fall Run""",Puget Sound,0.0076726,SERPENTINE_RIVER,"Green River ""Fall Run""",Puget Sound,0.002644,,,Sub-Legal
289277,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158440202,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,310,sub legal,sub legal,Unk,Skykomish River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.9758948,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0226411,SKAGIT_RIVER,Skagit River,Puget Sound,0.0014638,SKAGIT_RIVER,Soos Creek Hatchery,Puget Sound,0.0000002,SKAGIT_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000001,,,Sub-Legal
289278,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158440303,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,350,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.5085485,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.4817515,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0093364,SNOHOMISH_RIVER,,,0.0001617,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0001404,,,Sub-Legal
289279,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158450101,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,N,340,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.8486006,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.1510943,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.0002889,NOOKSACK_RIVER,Skagit River,Puget Sound,0.0000162,NOOKSACK_RIVER,,,,,,Sub-Legal
289280,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158440404,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,320,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.977332,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0225552,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0001093,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000036,GREEN_RIVER-KENDAL,,,,,,Sub-Legal
289281,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158440505,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 2,N/A,Y,370,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2021,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
289282,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158440606,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 2,N/A,Y,620,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031449,4,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9969251,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0030745,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0000003,GREEN_RIVER-KENDAL,,,,GREEN_RIVER-KENDAL,,,,,,Legal
289283,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158450202,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 3,N/A,N,370,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9998977,NANAIMO_RIVER_FALL,Nanaimo River,ECVI Fall,0.000101,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0000006,QUALICUM_RIVER,Chemainus River,ECVI Fall,0.0000004,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.0000003,,,Sub-Legal
289284,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158440707,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,370,sub legal,sub legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.9464668,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.043918,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0068477,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.002765,SNOHOMISH_RIVER,,,0.0000018,,,Sub-Legal
289285,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158450303,TRUE,TRUE,,,2023,July,2023-07-19 00:00:00,200,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,N,350,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9993235,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0002825,PUNTLEDGE_RIVER_FALL,Puntledge River,ECVI Fall,0.000249,PUNTLEDGE_RIVER_FALL,Little Qualicum River,ECVI Fall,0.0000864,PUNTLEDGE_RIVER_FALL,Nanaimo River,ECVI Fall,0.0000536,,,Sub-Legal
289287,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158780101,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,18,18A,Burial Its.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,470,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.5475655,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.2798522,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.169701,SOOS_CREEK,"Green River ""Fall Run""",Puget Sound,0.0023216,SOOS_CREEK,"Green River ""Fall Run""",Puget Sound,0.0004176,,,Sub-Legal
289290,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158780303,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,18,18A,Burial Its.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,480,sub legal,sub legal,Unk,Skagit River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SKAGIT_RIVER,Skagit River,Puget Sound,0.9999996,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000004,,,,,,,,,,,,,,,Sub-Legal
289291,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158780404,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,18,18A,Burial Its.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,N,390,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9998826,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0001082,NANAIMO_RIVER_FALL,Nanaimo River,ECVI Fall,0.000009,NANAIMO_RIVER_FALL,Little Qualicum River,ECVI Fall,0.0000002,NANAIMO_RIVER_FALL,,,,,,Sub-Legal
289292,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158780505,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,18,18A,Burial Its.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,N,440,sub legal,sub legal,Unk,,,,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,unknown (Insufficient amplification),No sample,NO SAMPLE,No sample,No sample,0,,,,,,,,,,,,,,,,,,,Sub-Legal
289293,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158780606,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 2,N/A,Y,320,sub legal,sub legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.9317014,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0367248,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0286678,SOOS_CREEK,Snohomish River,Puget Sound,0.0027242,SOOS_CREEK,Skykomish River,Puget Sound,0.0001751,,,Sub-Legal
289294,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680158780707,TRUE,TRUE,,,2023,July,2023-07-20 00:00:00,201,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,450,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.997985,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0020134,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0000012,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000004,GREEN_RIVER-KENDAL,,,,,,Sub-Legal
289295,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159130101,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,18,18B,Isabella Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 3,N/A,N,300,sub legal,sub legal,Unk,Shuswap River Lower,Fraser Summer 4.1,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Fraser Summer 4.1,SHUSWAP_RIVER-LOWER,Shuswap River Lower,Fraser Summer 4.1,0.8816813,ADAMS_RIVER,Adams River,Fraser Summer 4.1,0.1100745,LITTLE_RIVER,Little River,Fraser Summer 4.1,0.0075776,LITTLE_RIVER,Thompson River South,Fraser Summer 4.1,0.0006664,LITTLE_RIVER,Shuswap River Middle,Fraser Summer 4.1,0.0000002,,,Sub-Legal
289296,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159130202,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,340,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.8474653,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0873185,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0636301,GREEN_RIVER,Snohomish River,Puget Sound,0.0015761,GREEN_RIVER,Skykomish River,Puget Sound,0.000004,,,Sub-Legal
289297,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159130303,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,350,sub legal,sub legal,Unk,Skykomish River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.9992884,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0007104,SKAGIT_RIVER,Skagit River,Puget Sound,0.000001,SKAGIT_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000002,SKAGIT_RIVER,,,,,,Sub-Legal
289298,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159130404,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,450,sub legal,sub legal,Unk,Cowichan River,ECVI Fall,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,ECVI Fall,COWICHAN_RIVER,Cowichan River,ECVI Fall,0.9946569,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,0.002827,QUALICUM_RIVER,Big Qualicum River,ECVI Fall,0.0022572,QUALICUM_RIVER,Puntledge River,ECVI Fall,0.000256,QUALICUM_RIVER,Nanaimo River,ECVI Fall,0.0000029,,,Sub-Legal
289299,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159130505,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,N,380,sub legal,sub legal,Unk,Nanaimo River,ECVI Summer,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,ECVI Summer,NANAIMO_RIVER_SUMMER,Nanaimo River,ECVI Summer,1,,,,,,,,,,,,,,,,,,,Sub-Legal
289300,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159130606,TRUE,TRUE,,,2023,July,2023-07-25 00:00:00,206,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,N,340,sub legal,sub legal,Unk,Little Qualicum River,ECVI Fall,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,2021,male,ECVI Fall,LITTLE_QUALICUM_RIVER,Little Qualicum River,ECVI Fall,1,,,,,,,,,,,,,,,,,,,Sub-Legal
289301,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159490101,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,N,290,sub legal,sub legal,Unk,"Elwha River ""Fall Run""",US Juan de Fuca,DNA,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,US Juan de Fuca,ELWHA_FALL,"Elwha River ""Fall Run""",US Juan de Fuca,1,,,,,,,,,,,,,,,,,,,Sub-Legal
289302,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159490202,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,460,sub legal,sub legal,Unk,Nooksack River,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,NOOKSACK_RIVER,Nooksack River,Puget Sound,1,,,,,,,,,,,,,,,,,,,Sub-Legal
289303,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159490303,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,380,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.7032551,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.1431764,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.1365136,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0086764,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0083751,,,Sub-Legal
289304,Y,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159490404,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,N,650,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1031449,5,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9977444,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0009799,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0007831,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0004062,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0000739,,,Legal
289305,N/S,Y,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159490505,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,350,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.8423274,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.1470001,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0105916,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000429,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000381,,,Sub-Legal
289306,N/S,N-Lost,N/A,N/S,N/S,N/A,,,Georgia Strait,19680159490606,TRUE,TRUE,,,2023,July,2023-07-26 00:00:00,207,Sport,18,18A,Arbutus Pt.,Jacob Hopkins,Guide,1616,Logbook,Y,124,Release Cond 1,N/A,Y,490,sub legal,sub legal,Unk,SUS (assumed),SUS (assumed),,Y,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
